,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,45,72.2586054080903,63.7543457247289,26.6336879763976,70.9393849716807,62.2995927893344,53.9834128255402,57.9974717938467,61.9222687970564,80.6210756771043,594.2176726342,850.253930106167,750.007843158593,562.986232615618,653.80645765379,846.157100586809,506.231213747623,346.450230393416,350.947765488638,57.7408216257136,63.1117993527678,56.6701571232798,95.6389752179148,59.1189389025903,68.4458279282017,101.888280750396,59.2511271255162,71.6769073517362,-0.860753360797844,0.57821650657479,1.08618206827805,1.26307697501534,-3.50894152570527,0.220736359771308,5.16356241007679,0.576255919852429,-2.13300905835604,53.055580838216,30.6884060596094,70.684093198658,23.361300293001,81.4149268084684,33.1094222407705,33.0458483755156,52.4900189803989,65.1566809215956,6.96572175694109,3.79792418784746,-0.823913387464472,2.42684534451837,2.21738331442384,3.9443903061192,1.49292337524048,1.94043848095771,5.58704601088357,46.5023090223658,36.578856992106,33.7263126489247,34.9649831470288,20.7259005994515,28.5290987021563,49.2641206144399,41.8659535079678,38.9051592960695,2079.78698918856,1859.99805465288,2497.76915237529,2480.88999416874,2201.88701517143,1952.53759694525,1757.77359659207,2433.87392618286,2292.20968591566,1825.9977907585,1922.1695322906,1736.96255920067,1916.67644994645,1891.91593285917,1783.32137355454,1991.40193268624,2047.51861018872,1929.18481937903,2766.81651506643,2694.09346984724,2219.03032422798,2097.8678830674,2248.98881425331,2432.84731913151,2166.00740913301,2208.37326782879,1813.11287580762,2.48374476659819,0.217572866110913,-2.42844781229905,0.0867925732268304,-0.490327991285085,2.99292156885576
,46,74.1188504451211,61.5624985821637,19.6387860377722,71.6696557077494,58.529828999438,53.3166944842469,57.9841045700646,60.2498634943904,82.7309471974218,743.922973056862,981.989912935867,904.23197634822,659.199566857514,769.612499159276,1023.90452139288,614.308345208192,427.833523250445,425.932264928635,58.116447147931,64.0157144402488,59.4577337926439,101.056045685692,68.2122873196563,71.176693682678,103.686022096696,64.1408134408321,74.6200808319732,-1.3021467006256,1.29035615506427,1.07292061839598,-3.16156598997441,3.71254202771706,-1.57140536644283,-0.796881578971352,-0.802824503487045,1.59071714459151,63.1641596996878,35.057554999169,77.4708722437358,21.7407740293729,94.3015671556086,36.8480924070868,41.6589349068399,56.3246861991652,71.2747274196649,0.175399513320372,2.14746123954592,3.70951559569812,5.53773427110718,4.34475478201966,4.10479038417952,2.62543042647894,2.86078922401566,5.1551665543152,46.566152505523,35.5720451456632,35.9297732622822,35.0126400389036,26.5658964612585,30.07021982679,51.8427753255182,42.5561992154949,42.2667537067155,2188.59796693317,2018.25826760377,2598.20125601281,2572.01475603426,2319.81203849104,2087.97430751595,1892.13825827985,2515.44882163429,2378.24194851928,1954.22811001207,2050.16920171034,1877.01524568764,2052.09089379584,2021.84723963539,1920.55777238027,2115.97320438945,2185.06373576345,2068.7079316672,2863.40970188727,2840.4193150043,2354.52328674033,2177.28867825756,2362.574081487,2526.59133920862,2296.58209108725,2300.41172327359,1892.29851829577,-3.84865934218283,-0.0775705658688821,2.43459107529679,0.901282566745522,-1.06637025849068,-1.48251337271404
,47,71.0071076537774,63.0868135477076,22.9471374488294,71.9844164821025,56.7844490229545,54.4484571758744,55.6955796917296,56.9973511092658,82.0408352141117,908.351160303577,1117.56094770129,1065.93887410154,764.818080116894,891.170826577698,1210.71552030667,733.965278620796,521.652636947351,511.354470995573,61.0496281186338,69.2508921410799,63.482677608014,106.25619207848,71.2793283030646,75.4211926352123,107.190878136718,59.2888764099184,71.2935299589749,-2.72356637030225,-0.97893539564393,-3.0177308317252,0.0790192814592956,-1.32019270619458,-0.740119432046413,-2.65216621030595,-0.925430707415217,1.03406529127096,72.6807226235942,42.0856176259094,90.2673432019114,26.9332915728864,101.464237563256,43.0289323941247,39.9225353718325,67.3047468066566,78.2603206543236,5.11573888090834,3.25123507892658,0.335078861347938,2.97411810085214,5.80007526533836,4.27536902565771,3.72392136385452,1.05519468213561,6.65218132254495,47.537294914654,39.486028571489,36.452507198821,36.1981674752674,26.697327173235,31.7204166931492,53.4077492940387,42.5184953388693,45.7815817246315,2280.21588628069,2151.14077834844,2675.85122402259,2643.49381849537,2413.33944191545,2204.42605008474,2002.68105351279,2576.20343746587,2447.71284104943,2068.59688385303,2168.30915983166,2006.92875646541,2175.59159651566,2137.32509187658,2048.41820681664,2228.66082226995,2310.05951702903,2193.63576861158,2940.74344294861,2961.1206297599,2468.46882621142,2240.04125490144,2455.88455603311,2601.02043932988,2405.16999750373,2374.33538181863,1958.0810806214,-2.46748920435789,-2.74161758608693,-0.441258437989291,0.441983039295792,0.72533541384837,1.14503228461217
,48,73.9280427670542,61.345365034193,21.2481934838788,69.59139260654,61.2713848741723,54.289145956599,58.8955153263114,59.7119931387447,83.8120447851738,1084.59172254943,1255.25451504153,1230.54606598204,880.245003215984,1021.09432060882,1403.50643961653,862.268132128623,626.039582598593,605.039465305943,65.0523272780097,74.3050206921348,64.3046239239948,110.4740941008,76.3723827243716,74.5013908764645,111.465889473867,64.8462869675386,72.8385697469489,-2.93855311124298,0.249000373219587,-1.19084016660054,-2.16930729582509,1.12061504158692,1.4865398140023,-0.235028904667615,1.91403364445387,-2.47935520755391,81.6429112352971,46.6867056261735,97.7152448085571,29.845476549734,116.940745913089,43.7404441801209,44.8686217823747,74.2608561411771,75.4054745700328,4.67401502079019,4.40664679973906,3.42572116055953,3.94462939602499,8.65456086904123,5.49364327897183,1.11152697977332,1.55382864388048,5.6971973225136,45.378436787395,39.3991033443344,37.7288997644664,36.9382293094595,25.5001248670023,31.448845208231,49.2680587105406,47.1010443529008,45.8341299801832,2352.98898487102,2262.90970916502,2738.8449578841,2699.26560028104,2489.90986248463,2299.89259995748,2093.63082913558,2625.12312262281,2502.31929187251,2170.77176473948,2273.90600118558,2125.33079983328,2286.92222536838,2241.0355645273,2161.63760020424,2329.35971342313,2421.82001254691,2307.01274415531,2997.1823288201,3051.76253503067,2554.15789856387,2284.97281148692,2529.90694822296,2660.61731265423,2491.20403434165,2433.02658313019,2012.1405335896,-1.72034292028775,0.0822433090179402,0.308958289368093,0.645398517207468,4.26084354195973,-1.40017303364402
,49,74.5012337694875,64.7805410538167,17.1609626480881,69.9946829928513,61.3286803291667,55.4146182629938,56.4998599711898,61.5908884045198,83.6826763376662,1263.92378968624,1390.52847201689,1393.66670508259,1005.46968929536,1155.58414184386,1592.90334502112,997.70234333735,740.158059403668,709.221178007791,69.7516638193938,78.8498146985235,64.4907561923455,115.357316764283,76.0070980986247,78.1228606040277,115.6122738965,66.4938777819011,75.6378528236337,-0.00480855169917049,-1.73774119683685,0.366398512970591,-1.75230059369051,-0.909807934606306,-2.38723917221432,0.707035041858489,-3.39558183297459,-1.59279757197464,99.0188929548699,55.8231583009456,109.658735128254,33.8432115218184,130.616357225285,48.2832714168858,52.407274803938,86.0139818615412,80.3302093701059,4.08911739743644,6.28332990270019,2.46751002809333,4.09318125650725,7.24585846348236,1.84970971167422,7.55249689646325,6.09318341043627,6.34632028261967,49.9762884459601,35.4559166105387,38.4952989741473,38.7411639328884,27.384340693809,34.2001100921707,53.0512146173373,46.8590128269893,45.7417394267336,2409.67430597548,2354.87750344772,2787.51930549127,2739.62134807363,2548.06449428564,2379.4728707357,2166.03110070205,2663.81120774171,2545.02529481456,2260.94922170195,2369.56081100285,2234.25173360474,2388.69703486533,2332.68180216082,2265.03975072875,2417.58947449645,2519.23812506694,2408.44666021067,3038.57346785791,3124.32944651825,2622.79530944214,2320.21202915347,2587.2547570014,2704.01556975278,2557.19358641995,2475.52838688584,2053.22728440891,1.72429389233616,-2.72337898637875,4.12498026341837,-0.543849959788076,-0.934219697182471,0.724314972699176
,50,74.4976159772255,62.6095089645873,13.95293948066,71.6393153929725,61.3475491407999,53.8250649167271,60.5732096848828,60.8505898807425,86.9207647339558,1441.43953727257,1525.08241493434,1553.69603125832,1134.20041378127,1294.37473860262,1779.81016661993,1137.20431533835,860.668681586454,821.206661754143,69.4516108888643,77.2836828146196,65.3562171571693,118.73935805067,81.4367058477615,80.3218894352226,117.656091102671,69.7666327161223,77.5394465420077,3.6092539983083,0.248482594698544,0.902209352155751,-0.432566856203721,-3.53156428216334,0.990069295679405,-3.84528271170802,-4.108810464621,-2.82443243169337,112.127274847295,66.3234616884247,129.998592765246,35.6154103978265,144.273349493288,55.9555755900842,55.862149043609,101.634730106676,87.2705731044553,5.1046913746427,4.7740407425249,1.72173197363009,3.95971577882074,7.30898503635126,3.24554909899734,2.91725312841527,4.64679283102578,4.86022891638459,50.2049109809391,39.1340781671611,32.0275037540805,36.5059615377522,24.2869964003071,31.5857993031691,54.5822181948643,42.1309812547443,43.3590944957527,2456.31299766846,2435.44885192195,2828.48574038602,2773.10495092071,2595.54364521905,2446.19936351606,2231.55655549215,2698.74617899873,2581.00204928676,2342.21183783682,2456.47080039761,2337.21331234814,2481.00006069133,2418.04922526523,2357.65360997458,2496.84220527457,2606.13960820538,2504.64273016863,3067.70723178614,3183.3601264327,2673.9380001833,2346.71097073193,2631.06566923919,2736.86759313434,2610.06210958134,2505.08844980792,2085.03882598238,-3.71851024154944,-0.990403142412333,-1.47567510449244,-1.034481996056,-1.1212529012837,0.206729550027376
